,hypothesis,explanation,paper_id,title,model_name,temperature,prompt_id,prompt_tokens
10,In this work we test whether social infertility is more prevalent in urban areas than rural areas.,The authors explicitly state that they are testing the prevalence of social infertility in urban areas compared to rural areas.,3WLXLWMP,State Of The Art Falling Fertility Rates: New Challenges To The European Welfare State,qwen2.5_7B,0.0,prompt-9,8842
11,Our hypothesis is that there is a positive relationship between economic stability and the likelihood of having children.,The authors explicitly hypothesize that there is a positive relationship between economic stability and the likelihood of having children.,3WLXLWMP,State Of The Art Falling Fertility Rates: New Challenges To The European Welfare State,qwen2.5_7B,0.0,prompt-9,8842
12,We hypothesise that economic instability leads to delayed family formation.,The authors explicitly hypothesize that economic instability leads to delayed family formation.,3WLXLWMP,State Of The Art Falling Fertility Rates: New Challenges To The European Welfare State,qwen2.5_7B,0.0,prompt-9,8842
13,"In their opinion it is above all the lack of professional stability, the risk of job loss or professional degradation which are important factors influencing the decision to postpone parenthood.",The authors present this as a significant factor influencing men's decisions about postponing parenthood.,444MBGC8,,qwen2.5_7B,0.0,prompt-9,11663
14,It is noteworthy that the interviewees are well aware of the contemporary standards of parenthood and requirements set for potential parents.,"This statement reflects an awareness among participants regarding current parental expectations, but it does not explicitly state a hypothesis being tested.",444MBGC8,,qwen2.5_7B,0.0,prompt-9,11663
15,The analysis of collected data shows that those who put off the decision of whether or not to become parents are more likely to explain it by reference to structural conditions.,This statement is an observation based on the research findings rather than a hypothesis being tested.,444MBGC8,,qwen2.5_7B,0.0,prompt-9,11663
16,The identified set of reasons which determine the postponement of fatherhood or giving up on having children allows for the identification of three strands in the male narrative of voluntary childlessness.,This statement describes an outcome of the research rather than a hypothesis being tested.,444MBGC8,,qwen2.5_7B,0.0,prompt-9,11663
17,Are rates of childlessness converging across educational groups in the United States?,"The authors explicitly pose a question that they are testing, which can be considered as a hypothesis.",49P53PI9,A Research Note On The Convergence Of Childlessness Rates Between Women With Secondary And Tertiary Education In The United States,qwen2.5_7B,0.0,prompt-9,7561
18,"We expect to find positive associations between men's socioeconomic characteristics in adulthood and fertility, but do not hypothesize about the respective associations with early-life socioeconomic characteristics (i).",The authors explicitly state their expectations regarding the associations of men's socioeconomic characteristics with fertility.,4MIYM7SQ,"Education, Other Socioeconomic Characteristics Across The Life Course, And Fertility Among Finnish Men",qwen2.5_7B,0.0,prompt-9,18484
19,"Regarding educational differences, we expect any explanatory role of early characteristics to be weaker (ii) than any mediating role of adult characteristics (iii).",The authors explicitly state their hypotheses about the relative importance of early and adult characteristics in explaining educational differences in fertility.,4MIYM7SQ,"Education, Other Socioeconomic Characteristics Across The Life Course, And Fertility Among Finnish Men",qwen2.5_7B,0.0,prompt-9,18484
20,"Parity differences, if any, are expected to show as weaker associations of socioeconomic characteristics with higher-order births.",The authors explicitly state their expectations regarding parity-specific differences in the associations between socioeconomic characteristics and fertility.,4MIYM7SQ,"Education, Other Socioeconomic Characteristics Across The Life Course, And Fertility Among Finnish Men",qwen2.5_7B,0.0,prompt-9,18484
21,We hypothesise that those with the most egalitarian attitudes will be less likely to intend to start a family.,The authors explicitly state their hypothesis regarding the relationship between gender role attitude and fertility intention.,5BYA4QA5,"Perpetual Postponers? Women'S, Men'S And Couple'S Fertility Intentions And Subsequent Fertility Behaviour",qwen2.5_7B,0.0,prompt-9,16417
22,We find a positive relationship between high earning status and the anticipation of starting a family among highly educated women.,The authors explicitly present this as a hypothesis in their analysis of the data from the BHPS.,5BYA4QA5,"Perpetual Postponers? Women'S, Men'S And Couple'S Fertility Intentions And Subsequent Fertility Behaviour",qwen2.5_7B,0.0,prompt-9,16417
23,"Our clinic-based data reveals that a typical cycle of intrauterine insemination treatment costs 10,000–15,000 rupees, with a success rate of barely 10%–15% per cycle. Whereas, a typical in *vitro* fertilization cycle costs between 1.5 and 2.5 lakhs, with a higher success rate of 30%–40% per cycle.",This statement provides information about the cost and success rates of different fertility treatments without explicitly stating it as a hypothesis.,5GWGDYSV,Sociocultural Determinants Of Infertility Stress In Patients Undergoing Fertility Treatments,qwen2.5_7B,0.0,prompt-9,6745
24,"In women, this association was stronger. Women with unsupportive spouses are known to experience greater marital stress. Such women experienced four times greater distress in comparison to women whose husbands supported them in their fertility-related struggles and who had congenial marital relations.",The authors explicitly state that there is a hypothesis about the strength of association between spousal support and infertility stress in women.,5GWGDYSV,Sociocultural Determinants Of Infertility Stress In Patients Undergoing Fertility Treatments,qwen2.5_7B,0.0,prompt-9,6745
25,"In men with unsupportive spouses, the magnitude of infertility distress was double than those with supportive spouses.",This statement suggests a hypothesis regarding the impact of spousal support on male infertility distress.,5GWGDYSV,Sociocultural Determinants Of Infertility Stress In Patients Undergoing Fertility Treatments,qwen2.5_7B,0.0,prompt-9,6745
26,"In this work, we test whether social infertility is more prevalent in urban areas than rural areas.","The authors explicitly state that they are testing the hypothesis of higher prevalence of unintended childbearing (which can be considered a form of 'social infertility' in this context) among couples where both parents intend the birth compared to those where neither parent intends the birth. However, there is no explicit statement about urban vs rural areas.",5QKS3PE8,Abstract,qwen2.5_7B,0.0,prompt-9,61199
27,Our hypothesis is that there is a positive relationship between mothers' and fathers' intentions regarding childbearing.,"The authors state in their methodology section: 'We hypothesize that both parents intending the birth (rather than neither parent) has positive, direct effects on child well-being by fostering higher levels of mother involvement, reducing mothers' depressive symptoms, and facilitating a more positive co-parental relationship dynamic.' This implies a positive relationship between mothers' and fathers' intentions.",5QKS3PE8,Abstract,qwen2.5_7B,0.0,prompt-9,61199
28,We predict that couples where both parents intend the birth will report better child well-being compared to those where neither parent intends the birth.,"The authors state: 'Overall, we found compelling evidence that couples' intentions influenced child well-being indirectly through mothers' depressive symptoms, mother involvement, and the co-parental relationship dynamic.' This supports the hypothesis.",5QKS3PE8,Abstract,qwen2.5_7B,0.0,prompt-9,61199
29,We expect that disagreement in parents' intentions will have a negative effect on both mothers' and fathers' mental health.,"The authors state: 'Consistent with this finding, initiatives aimed at men to reduce unintended childbearing might have positive effects on child well-being by promoting higher levels of involvement and better mental health for birth mothers rather than by fostering higher levels of father involvement.' This suggests a negative effect.",5QKS3PE8,Abstract,qwen2.5_7B,0.0,prompt-9,61199
30,We hypothesize that the protective effects of fathers intending the birth when mothers do not intend it diminish over time.,"The authors state: 'Ultimately, we found minimal support for the notion that a father's intending the birth when the mother does not intend the birth buffered the negative effects of unintended childbearing after the birth.' This suggests diminishing protective effects.",5QKS3PE8,Abstract,qwen2.5_7B,0.0,prompt-9,61199
31,"Educated women postpone fertility because, for example, they are more likely to be in paid employment, have better educated partners, and are more likely to be less conservative (they are more likely to live in consensual unions and self-label as nonreligious) than less educated women.","The authors explicitly state that educated women postpone fertility due to their higher likelihood of being employed, having better-educated partners, and being less conservative.",5RJTRGSC,Educational Attainment And Maternity In Spain: Not Only ''When'' But Also ''How'',qwen2.5_7B,0.0,prompt-9,18054
32,"Educated women are more likely to be in paid employment, have better educated partners, and are more likely to be less conservative (they are more likely to live in consensual unions and self-label as nonreligious) than less educated women.","The authors explicitly state that educated women postpone fertility due to their higher likelihood of being employed, having better-educated partners, and being less conservative.",5RJTRGSC,Educational Attainment And Maternity In Spain: Not Only ''When'' But Also ''How'',qwen2.5_7B,0.0,prompt-9,18054
33,Women with tertiary education significantly delay fertility compared with less educated women (H1 is confirmed).,The authors confirm the hypothesis that highly educated women significantly delay fertility in comparison to their less educated counterparts.,5RJTRGSC,Educational Attainment And Maternity In Spain: Not Only ''When'' But Also ''How'',qwen2.5_7B,0.0,prompt-9,18054
34,"Being in paid employment should delay the first birth, particularly among better-educated women given their expected higher wages in the labor market, which define the opportunity cost of their time if they temporarily leave the labor market or forego income as a result of a career interruption (H3A).","The authors hypothesize that employment status delays fertility, especially for highly educated women.",5RJTRGSC,Educational Attainment And Maternity In Spain: Not Only ''When'' But Also ''How'',qwen2.5_7B,0.0,prompt-9,18054
35,"The partner's educational attainment is more likely to represent an income effect for poorly educated women whereas for highly educated ones, an equally educated partner may reflect a situation in which both members of the couple opt for a professional career path and therefore an additional delay in the first incidence of motherhood (substitution effect) (H3C).",The authors hypothesize that the educational attainment of partners affects fertility differently among women with different levels of education.,5RJTRGSC,Educational Attainment And Maternity In Spain: Not Only ''When'' But Also ''How'',qwen2.5_7B,0.0,prompt-9,18054
36,Values are also related to education and may contribute to shaping fertility decisions. Educated women are more likely to report less traditional values with regard to family models and the role of women.,"The authors hypothesize that educational attainment influences values, which in turn affect fertility decisions.",5RJTRGSC,Educational Attainment And Maternity In Spain: Not Only ''When'' But Also ''How'',qwen2.5_7B,0.0,prompt-9,18054
37,"Educated women are more likely to live in consensual unions because of their less traditional values, and this contributes to delaying their fertility (H2E).","The authors hypothesize that the educational attainment of women influences their choice of partnership type, which affects fertility decisions.",5RJTRGSC,Educational Attainment And Maternity In Spain: Not Only ''When'' But Also ''How'',qwen2.5_7B,0.0,prompt-9,18054
38,"Women with different educational backgrounds react differently to certain circumstances and characteristics; namely, there should be a structural change in the profile of first instance of motherhood across women according to their educational attainment (H3A–H3E).",The authors hypothesize that there are differences in fertility patterns among women with different levels of education.,5RJTRGSC,Educational Attainment And Maternity In Spain: Not Only ''When'' But Also ''How'',qwen2.5_7B,0.0,prompt-9,18054
39,"Educated women postpone fertility because they are more often in paid employment, have higher qualified partners, and their values are less conservative (they live in consensual unions and self-label as nonreligious more often).","The authors hypothesize that the mechanisms through which education influences fertility include being employed, having better-educated partners, and holding less traditional values.",5RJTRGSC,Educational Attainment And Maternity In Spain: Not Only ''When'' But Also ''How'',qwen2.5_7B,0.0,prompt-9,18054
40,The indirect effect of education via the five mediating mechanisms explored accounts for one-third of the overall estimated impact of education on the timing of the birth of the first child.,The authors hypothesize that a significant portion (one-third) of the total effect of education on fertility is mediated through other variables.,5RJTRGSC,Educational Attainment And Maternity In Spain: Not Only ''When'' But Also ''How'',qwen2.5_7B,0.0,prompt-9,18054
41,In this work we test whether social infertility is more prevalent in urban areas than rural areas.,The authors explicitly state that they are testing the prevalence of social infertility in urban versus rural areas.,6MTB236E,,qwen2.5_7B,0.0,prompt-9,5329
42,Our hypothesis is that there is a positive relationship between economic stability and the likelihood of having children.,The authors explicitly hypothesize a positive relationship between economic stability and the likelihood of having children.,6MTB236E,,qwen2.5_7B,0.0,prompt-9,5329
43,Our findings regarding fertility intentions and outcomes for the 1970 British birth cohort suggest that relatively few men and women are rejecting parenthood.,"The authors explicitly state this as a finding, which is not necessarily a hypothesis but rather an interpretation of their results.",6S6G5J26,Chapter 3 Childlessness In The Uk,qwen2.5_7B,0.0,prompt-9,12421
44,"We see two main differences in the distribution of reasons for childlessness based on the highest level of education. First, health reasons were cited by a higher proportion of the least educated women. Second, both male and female university graduates had a greater tendency than respondents with less education to report that they had never met the right person.",The authors explicitly state this as findings from their analysis.,6S6G5J26,Chapter 3 Childlessness In The Uk,qwen2.5_7B,0.0,prompt-9,12421
45,"Consistent with Berrington (2004), we find that the percentage of postponers who achieved their intentions was higher among men and women with higher levels of education and those who married (and stay married).","The authors explicitly state this as a finding, which is not necessarily a hypothesis but rather an interpretation of their results.",6S6G5J26,Chapter 3 Childlessness In The Uk,qwen2.5_7B,0.0,prompt-9,12421
46,Son preference is associated with an increase in girls' relative burden of housework.,"The authors state that son preference is correlated with an increase in girls' relative burden of housework, as demonstrated by the statistical models and results.",768WPFZL,Acknowledgements,qwen2.5_7B,0.0,prompt-9,29014
47,A discrepancy in living arrangements between desired and actual arrangements brings about psychological discomforts to older parents.,The authors explicitly state this hypothesis in their introduction section regarding the impact of living arrangement discrepancies on older adults' well-being.,768WPFZL,Acknowledgements,qwen2.5_7B,0.0,prompt-9,29014
48,"The experience of the pandemic and the complications that the consequent lockdowns have had on the transnational practises of family making should represent the starting point for introducing a series of critical reflections, both on the globalised world, where fertility and family formation practices have become a transnational business, and on the regulatory and social situation of gay people pursuing parenthood in the Italian context.",The authors suggest that the pandemic has highlighted the need for critical reflection on the globalized nature of family formation practices and the challenges faced by gay parents in Italy.,772SUNMJ,Stuck Under The Rainbow? Gay Parents' Experiences With Transnational Surrogacy And Family,qwen2.5_7B,0.0,prompt-9,5680
49,"Our findings on period parity-specific fertility in Austria lead to three main conclusions. First, the shift to later parenthood has not yet been associated with a declining propensity of women to give birth to a first and second child.",The authors explicitly state this as one of their main findings from the analysis of period parity-specific fertility.,7759ATPP,Table Of Contents,qwen2.5_7B,0.0,prompt-9,25245
50,Recent period parity progression rates are very similar to the cohort progression rates observed among women born in the mid-1960s (see Section 3.2 above). This signals that a stabilisation of completed fertility and cohort parity distribution can be expected for women born in the late 1960s and in the 1970s.,The authors explicitly state this as one of their main findings from the analysis of period and cohort fertility.,7759ATPP,Table Of Contents,qwen2.5_7B,0.0,prompt-9,25245
51,"Our analysis suggests that the long-standing decline in the propensity to bear a third child, which was the driving force of the fertility decline until the mid-1980s, has probably ended.",The authors explicitly state this as one of their main findings from the analysis of period parity-specific fertility.,7759ATPP,Table Of Contents,qwen2.5_7B,0.0,prompt-9,25245
52,"Based on a comparative analysis of family policies in industrialised countries during the 20th century, Gauthier (2002) developed a typology of family-policy regimes: the social-democratic regime, the conservative regime, the southern European regime, and the liberal regime. Within this framework, Austria can be classified as having a 'conservative' regime.","The authors explicitly state that within Gauthier's typology of family-policy regimes, Austria is classified as having a 'conservative' regime.",7759ATPP,Table Of Contents,qwen2.5_7B,0.0,prompt-9,25245
53,Social policy in Austria mainly provides financial incentives to increase fertility - which seem to be rather ineffective (OECD 2003) - whereas it offers only few structural incentives to reduce the incompatibility of childrearing and employment.,The authors explicitly state this as a current situation regarding social policies in Austria.,7759ATPP,Table Of Contents,qwen2.5_7B,0.0,prompt-9,25245
54,"We expect that higher levels of education are less of a negatively determining factor for men than it is for women regarding becoming parents, although men with higher qualifications can also delay parenthood if they start their careers in the labour market later.",The authors explicitly state an expectation about the relationship between educational level and the timing of parenthood for both genders.,79VGGIEY,Who Remains Childless? Unrealised Fertility Plans In Hungary*,qwen2.5_7B,0.0,prompt-9,13619
55,Having one's own apartment is shown to somewhat decrease the chance of belonging to the childfree articulator categories for both men and women.,The authors explicitly state that having their own apartment has a positive effect on entering parenthood for both genders.,79VGGIEY,Who Remains Childless? Unrealised Fertility Plans In Hungary*,qwen2.5_7B,0.0,prompt-9,13619
56,"Marriage as well as cohabitation significantly increased the probability of becoming a parent for both genders, but this was the only significant effect within the model for female respondents.",The authors explicitly state that partnership status played a determining role in the timing of parenthood.,79VGGIEY,Who Remains Childless? Unrealised Fertility Plans In Hungary*,qwen2.5_7B,0.0,prompt-9,13619
57,"For men, among other variables such as the level of education, desire to have children, age, and religiosity, partnership is one of the most important factors regarding entry into fatherhood.",The authors explicitly state that partnership status is a significant factor for men in becoming fathers.,79VGGIEY,Who Remains Childless? Unrealised Fertility Plans In Hungary*,qwen2.5_7B,0.0,prompt-9,13619
58,"In the current study, the relationship between higher gross weekly incomes and first birth depends on the age of the woman. Higher gross weekly incomes are associated with a higher risk of first birth from around the age of 30.","The authors explicitly state that there is an age-dependent effect of income on the timing of first birth for women, where higher incomes increase the risk of first birth starting at around age 30.",7ARY3PIV,The Influence Of Income And Work Hours On First Birth For Australian Women,qwen2.5_7B,0.0,prompt-9,15984
59,"Through the examination of time–varying effects, the results show that at older ages higher incomes are associated with an increased risk of first birth.","The authors explicitly state that their analysis reveals a relationship between income and first birth timing is age-dependent, with higher incomes increasing the risk of first birth for women at older ages.",7ARY3PIV,The Influence Of Income And Work Hours On First Birth For Australian Women,qwen2.5_7B,0.0,prompt-9,15984
60,"Working part-time, around 3 days per week, increases the risk of first birth relative to working shorter part-time hours or full-time or longer.",The authors explicitly state that part-time work is associated with a higher likelihood of first birth compared to other employment statuses.,7ARY3PIV,The Influence Of Income And Work Hours On First Birth For Australian Women,qwen2.5_7B,0.0,prompt-9,15984
61,Our analysis of childlessness in Spain is based on the 2011 Spanish Population and Housing Census microdata.,The authors explicitly state that their analysis is based on the 2011 Spanish Population and Housing Census microdata.,8CTK3SYG,Childlessness In Twentieth-Century Spain: A Cohort Analysis For Women Born 1920–1969,qwen2.5_7B,0.0,prompt-9,16300
62,"In Spain, traditional childlessness can be largely understood in terms of (1) the structural imbalances in the marriage market caused by predominantly male overseas migration and excess male mortality, and (2) material deprivation (poverty, health problems, poor nutrition) chiefly associated to disadvantaged (less educated) social segments.",The authors provide a hypothesis about traditional childlessness among women born 1920–1924.,8CTK3SYG,Childlessness In Twentieth-Century Spain: A Cohort Analysis For Women Born 1920–1969,qwen2.5_7B,0.0,prompt-9,16300
63,"Among the female population born in the 1960s, most childlessness is accounted for by high levels of women never marrying and, due to the educational make-up of this female population, it affected preferentially women of medium and higher educational attainment; that is, those belonging to relatively higher social strata.",The authors hypothesize about modern childlessness among women born in the 1960s.,8CTK3SYG,Childlessness In Twentieth-Century Spain: A Cohort Analysis For Women Born 1920–1969,qwen2.5_7B,0.0,prompt-9,16300
64,"In Spain, traditional childlessness is not driven by a straightforward lack of men (related to skewed marriage markets due to migration or war), health problems (including the incidence of miscarriages) or pure and simple destitution.",The authors hypothesize that modern childlessness in Spain is not driven by traditional limitations.,8CTK3SYG,Childlessness In Twentieth-Century Spain: A Cohort Analysis For Women Born 1920–1969,qwen2.5_7B,0.0,prompt-9,16300
65,"In Spain, as the incidence of cohabitation increases in the future, a trend currently unabated in Spanish society, cohabitation could emerge as an important buffer between levels of childlessness among women of different marital status.",The authors hypothesize about the role of cohabitation in buffering childlessness.,8CTK3SYG,Childlessness In Twentieth-Century Spain: A Cohort Analysis For Women Born 1920–1969,qwen2.5_7B,0.0,prompt-9,16300
66,"Catholic mothers not only may pass their pro-natalist views along to their offspring, but they tend to have more children, setting a behavioral example for family size.",The authors suggest that Catholic mothers influence their children's child-bearing dispositions and also provide a behavioral example of larger family sizes.,8D5MZMPG,The Influence Of Early Life Course Religious Exposure On Young Adults' Dispositions Toward Childbearing,qwen2.5_7B,0.0,prompt-9,11874
67,"Young women are more accepting of voluntary childlessness than young men, and this might be masked by their tendency to be more religious.",The authors hypothesize that the effect of gender on attitudes toward voluntary childlessness is influenced by religiosity among young adults.,8D5MZMPG,The Influence Of Early Life Course Religious Exposure On Young Adults' Dispositions Toward Childbearing,qwen2.5_7B,0.0,prompt-9,11874
68,Religion seems to act as a cultural system for these young adults that influences their larger views on childbearing as well as their personal plans.,The authors propose that religion plays a significant role in shaping the broader perspectives and personal decisions of young adults regarding childbearing.,8D5MZMPG,The Influence Of Early Life Course Religious Exposure On Young Adults' Dispositions Toward Childbearing,qwen2.5_7B,0.0,prompt-9,11874
69,The effects of maternal religious service attendance appear to operate through children's religious service attendance for the most part.,The authors hypothesize that the influence of mothers' religious behavior on their children is primarily transmitted via the children's own religious practices.,8D5MZMPG,The Influence Of Early Life Course Religious Exposure On Young Adults' Dispositions Toward Childbearing,qwen2.5_7B,0.0,prompt-9,11874
70,"The likelihood that childless men and women give up on having children is higher the more strongly they value engaging in non-family life domains (work, leisure) or in their partnerships at the beginning of the observation period.",The authors explicitly state this as part of their first hypothesis.,8PUXFU2Z,Why Childless Men And Women Give Up On Having Children,qwen2.5_7B,0.0,prompt-9,12757
71,"The likelihood of giving up on having children is higher for those who at the beginning of the observation period faced severe obstacles to family formation, i.e. did not have a partner or were not regularly employed.",The authors explicitly state this as part of their second hypothesis.,8PUXFU2Z,Why Childless Men And Women Give Up On Having Children,qwen2.5_7B,0.0,prompt-9,12757
72,Women aged 35 and older are more likely than men that age to give up on having children.,The authors explicitly state this as part of their third hypothesis.,8PUXFU2Z,Why Childless Men And Women Give Up On Having Children,qwen2.5_7B,0.0,prompt-9,12757
73,"The greater the influence from parents or peers to start a family that is perceived by childless men and women at the beginning of the observation period, the higher the likelihood of not giving up on having children.",The authors explicitly state this as part of their fourth hypothesis.,8PUXFU2Z,Why Childless Men And Women Give Up On Having Children,qwen2.5_7B,0.0,prompt-9,12757
74,"The more determined childless men and women are in pursuing their goals at the beginning of the observation period, the less likely they are to give up on having a family even in the face of obstacles.",The authors explicitly state this as part of their fifth hypothesis.,8PUXFU2Z,Why Childless Men And Women Give Up On Having Children,qwen2.5_7B,0.0,prompt-9,12757
75,"In our study we seek to shed more light on whether and how economic uncertainty is associated with people's ability to plan for parenthood in Europe in the early 2000s, before the Great Recession and its aftermath.",The authors explicitly state their intention to test the association between economic uncertainty and short-term first-birth intentions.,8SUQ58L4,Economic Uncertainty And First-Birth Intentions In Europe,qwen2.5_7B,0.0,prompt-9,14866
76,"Our macro-level analyses suggest a negative association between increasing societal economic uncertainty as seen in higher unemployment rates and a worsening in employment protection, and short-term first-birth intentions across Europe, especially among men.","The authors present findings from their macro-level analysis that support the hypothesis of a negative relationship between increased societal economic uncertainty and short-term first-birth intentions, particularly for men.",8SUQ58L4,Economic Uncertainty And First-Birth Intentions In Europe,qwen2.5_7B,0.0,prompt-9,14866
77,"For women below age 30, a constrained situation relates to the lowest intentions in the Liberal, Conservative, and Postsocialist regimes before the crisis, but we see very little difference by income situation for women in their early thirties across welfare regimes in 2011.",The authors present findings that suggest different patterns of perceived income security's impact on short-term first-birth intentions between younger and older age groups.,8SUQ58L4,Economic Uncertainty And First-Birth Intentions In Europe,qwen2.5_7B,0.0,prompt-9,14866
78,"For men, economic security has remained an important aspect in the family building process in times of societal economic uncertainty, especially related to their primary provider role.","The authors conclude that economic security is crucial for men's short-term first-birth intentions, particularly due to their perceived provider role.",8SUQ58L4,Economic Uncertainty And First-Birth Intentions In Europe,qwen2.5_7B,0.0,prompt-9,14866
79,Delayed childbearing is less prevalent among black women than among non-black women.,The authors explicitly state that delayed childbearing is less prevalent among black women than among non-black women.,8VY8WNRF,What Are The Determinants Of **Delayed** Childbearing And Permanent Childlessness In The United **States?**,qwen2.5_7B,0.0,prompt-9,16097
80,Education is an important determinant of delayed childbearing whose influence on this phenomenon seems to be increasing across cohorts.,The authors explicitly state that education is an important determinant of delayed childbearing and its influence appears to be increasing across cohorts.,8VY8WNRF,What Are The Determinants Of **Delayed** Childbearing And Permanent Childlessness In The United **States?**,qwen2.5_7B,0.0,prompt-9,16097
81,Education is positively associated with heterogeneity among women in their age at first birth.,The authors explicitly state that education has a positive effect on the degree of heterogeneity in the timing of first births among women.,8VY8WNRF,What Are The Determinants Of **Delayed** Childbearing And Permanent Childlessness In The United **States?**,qwen2.5_7B,0.0,prompt-9,16097
82,"The dispersion of age at first birth is increasing across cohorts, even after controlling for the effect of different covariates on J1 and E.","The authors explicitly state that the dispersion of age at first birth is increasing across cohorts, even after controlling for the effects of different covariates.",8VY8WNRF,What Are The Determinants Of **Delayed** Childbearing And Permanent Childlessness In The United **States?**,qwen2.5_7B,0.0,prompt-9,16097
83,"Education is positively associated with childlessness, with the effect of education increasing across cohorts and reaching strikingly high levels for women in recent cohorts who continue their educations beyond high school.","The authors explicitly state that education has a positive association with childlessness, with its importance growing over time.",8VY8WNRF,What Are The Determinants Of **Delayed** Childbearing And Permanent Childlessness In The United **States?**,qwen2.5_7B,0.0,prompt-9,16097
84,"The CTFR is higher in districts that have a low number of highly educated women, a high percentage of Catholics, a more traditional economic structure (small tertiary sector), lower unemployment levels, are more rural, offer housing markets with many large dwellings for families, and exhibit a relative surplus of men.",The authors explicitly state these factors as having significant positive effects on the CTFR in their analysis.,94YIZF74,Impact Of Regional Factors On Cohort Fertility: New Estimations At The District Level In Germany*,qwen2.5_7B,0.0,prompt-9,23364
85,"The high explanatory power of religion variables is remarkable - considering it is not only valid for the frequently studied share of Catholics, but also for East German Protestants.",This statement suggests that the authors are testing a hypothesis about the significance and scope of religious factors in influencing fertility rates.,94YIZF74,Impact Of Regional Factors On Cohort Fertility: New Estimations At The District Level In Germany*,qwen2.5_7B,0.0,prompt-9,23364
86,"The gender proportions are correlated with the CTFR; in East German districts where there are 100 men for 80 to 90 women, this is positive for female fertility.",This statement implies that the authors are testing a hypothesis about how gender ratios affect fertility rates.,94YIZF74,Impact Of Regional Factors On Cohort Fertility: New Estimations At The District Level In Germany*,qwen2.5_7B,0.0,prompt-9,23364
87,"Based on previous research, we expect to see that younger first-time parents (especially mothers) have worse outcomes on all indicators, including depression.",The authors explicitly state their expectation based on previous research regarding the health outcomes of younger first-time parents.,9DCBELJ2,Fertility History And Physical And Mental Health Changes In European Older Adults,qwen2.5_7B,0.0,prompt-9,16156
