model_name,temperature,prompt_id,paper_id,title,hypothesis,explanation,url,is_open_access
o1-mini,1.0,prompt-8,TFCRDSS2,"Postponement And Recuperation In Cohort Fertility: Austria, Germany And Switzerland In A European Context",We hypothesize that expanding educational attainment affects first birth hazards during the stages of postponement and recuperation.,The authors outline a model estimating the effect of expanding educational attainment on first birth hazards during postponement and recuperation.,https://media.proquest.com/media/hms/PFT/1/6Pfs5?cit%3Aauth=Sobotka%2C+Tom%C3%A1%C5%A1%3BZeman%2C+Kry%C5%A1tof%3BLesthaeghe%2C+Ron%3BFrejka%2C+Tomas%3BNeels%2C+Karel&cit%3Atitle=Postponement+and+Recuperation+in+Cohort+Fertility%3A+Austria%2C+Germany+and+Switzerland+in+a+European+Context&cit%3Apub=Comparative+Population+Studies&cit%3Avol=36&cit%3Aiss=2-3&cit%3Apg=n%2Fa&cit%3Adate=2011&ic=true&cit%3Aprod=ProQuest&_a=ChgyMDI0MDUxNzE1NDIyMzcwNToxOTMzMDUSBzE0MTgxOTEaCk9ORV9TRUFSQ0giCzE0NC44Mi44LjY0KgcyMDQ5Njk1MgoyMDU2NzQ4MDk1Og1Eb2N1bWVudEltYWdlQgEwUgZPbmxpbmVaAkZUYgNQRlRqCjIwMTEvMDEvMDFyCjIwMTEvMTIvMzF6AIIBKVAtMTAwNzIwMC0xNDUxMS1DVVNUT01FUi0xMDAwMDI1NS00NzIzNDM5kgEGT25saW5lygFSTW96aWxsYS81LjAgKE1hY2ludG9zaDsgSW50ZWwgTWFjIE9TIFggMTAuMTY7IHJ2OjYwLjApIEdlY2tvLzIwMTAwMTAxIEZpcmVmb3gvNjAuMNIBElNjaG9sYXJseSBKb3VybmFsc5oCB1ByZVBhaWSqAitPUzpFTVMtTWVkaWFMaW5rc1NlcnZpY2UtZ2V0TWVkaWFVcmxGb3JJdGVtygIPQXJ0aWNsZXxGZWF0dXJl0gIBWfICAPoCAVmCAwNXZWKKAxxDSUQ6MjAyNDA1MTcxNTQyMjM3MDU6MTI3MTEz&_s=260LD%2FuU3wsYEAsFKoOY0lYfr5E%3D,False
o1-mini,1.0,prompt-8,Y6PWNH77,Narratives Of The Future And Fertility Decision-Making In Uncertain Times. An Application To The Covid-19 Pandemic,"Personal, close relatives' or acquaintances' exposure to the SARS-CoV-2 virus negatively affects pre-pandemic fertility intentions.",This is a hypothesis because it tests the specific impact of exposure to the virus on fertility intentions during the pandemic.,https://austriaca.at/0xc1aa5576_0x003d3ca9.pdf,False
o1-mini,1.0,prompt-8,Y6PWNH77,Narratives Of The Future And Fertility Decision-Making In Uncertain Times. An Application To The Covid-19 Pandemic,The experiences of work suspension and/or job loss because of government restrictions negatively affect pre-pandemic fertility intentions.,This is a hypothesis as it proposes a causal link between economic uncertainty from job loss and fertility intentions.,https://austriaca.at/0xc1aa5576_0x003d3ca9.pdf,False
o1-mini,1.0,prompt-8,Y6PWNH77,Narratives Of The Future And Fertility Decision-Making In Uncertain Times. An Application To The Covid-19 Pandemic,Perceptions of insecurity across several life domains due to the pandemic negatively affect pre-pandemic fertility intentions.,"This hypothesis links subjective perceptions of insecurity to changes in fertility intentions, making it testable.",https://austriaca.at/0xc1aa5576_0x003d3ca9.pdf,False
o1-mini,1.0,prompt-8,Y6PWNH77,Narratives Of The Future And Fertility Decision-Making In Uncertain Times. An Application To The Covid-19 Pandemic,The expectation that the return to pre-pandemic conditions will take a long time negatively affects pre-pandemic fertility intentions.,This hypothesis addresses how future-oriented expectations influence fertility intentions.,https://austriaca.at/0xc1aa5576_0x003d3ca9.pdf,False
o1-mini,1.0,prompt-8,Y6PWNH77,Narratives Of The Future And Fertility Decision-Making In Uncertain Times. An Application To The Covid-19 Pandemic,"Individuals with a positive family imaginary are less negatively influenced by the pandemic, and are less likely to change their pre-pandemic childbearing plans.",This is a hypothesis as it explores the mitigating role of positive family imaginaries on fertility intentions.,https://austriaca.at/0xc1aa5576_0x003d3ca9.pdf,False
o1-mini,1.0,prompt-8,Y6PWNH77,Narratives Of The Future And Fertility Decision-Making In Uncertain Times. An Application To The Covid-19 Pandemic,Exposure to a new shared narrative that the return to pre-pandemic conditions will take a long time negatively influences fertility intentions; whereas exposure to a new shared narrative that the return to pre-pandemic conditions will happen quickly positively influences fertility intentions.,This hypothesis is derived from the experiment testing the causal impact of media narratives on fertility intentions.,https://austriaca.at/0xc1aa5576_0x003d3ca9.pdf,False
o1-mini,1.0,prompt-8,5RJTRGSC,Educational Attainment And Maternity In Spain: Not Only 'When' But Also 'How',Women in paid employment are expected to delay fertility for longer than non-working women because of the competitive use of time in employment and childcare/parenting (H2A).,The authors explicitly state this as a hypothesis to test the relationship between employment status and fertility timing.,https://doi.org/10.1007/s11150-014-9249-6,False
o1-mini,1.0,prompt-8,5RJTRGSC,Educational Attainment And Maternity In Spain: Not Only 'When' But Also 'How',"Educated women are more likely to have an educated partner, who will delay his paternity decisions (H2C).",This hypothesis explores the substitution effect of partners' education on fertility timing.,https://doi.org/10.1007/s11150-014-9249-6,False
o1-mini,1.0,prompt-8,5RJTRGSC,Educational Attainment And Maternity In Spain: Not Only 'When' But Also 'How',"Because educated women are more likely to be nonbelievers, they are also likely to delay their fertility decisions compared with their less educated counterparts as a result of their weaker religious beliefs (H2D).",This hypothesis links non-religious beliefs and delayed fertility decisions among educated women.,https://doi.org/10.1007/s11150-014-9249-6,False
o1-mini,1.0,prompt-8,5RJTRGSC,Educational Attainment And Maternity In Spain: Not Only 'When' But Also 'How',"If educated women are more likely to live in consensual unions because of their less traditional values, they are also more likely to delay their fertility (H2E).",The hypothesis directly connects the type of partnership to fertility timing.,https://doi.org/10.1007/s11150-014-9249-6,False
o1-mini,1.0,prompt-8,5RJTRGSC,Educational Attainment And Maternity In Spain: Not Only 'When' But Also 'How',"We expect women with different educational backgrounds to react differently to certain circumstances and characteristics; namely, there should be a structural change in the profile of the first instance of motherhood across women according to their educational attainment (H3A–H3I).",The authors explicitly outline this hypothesis as a series of expectations about varying fertility behaviors across educational groups.,https://doi.org/10.1007/s11150-014-9249-6,False
o1-mini,1.0,prompt-8,I5TZGPHQ,Economic Resources And The First Child In Italy: A Focus On Income And Job Stability,In this work we expect that the massive introduction of short-term contracts did play a role in first birth choice at the end of last century and decreased the probability of couples becoming parents.,The authors are testing the impact of short-term contracts on couples' decision to have their first child.,https://doi.org/10.4054/DemRes.2011.25.9,False
o1-mini,1.0,prompt-8,I5TZGPHQ,Economic Resources And The First Child In Italy: A Focus On Income And Job Stability,"We expect that if woman's income increases, the first birth risk reduces, so that the substitution effect prevails.",The hypothesis tests whether higher female income is associated with a lower likelihood of having the first child.,https://doi.org/10.4054/DemRes.2011.25.9,False
o1-mini,1.0,prompt-8,I5TZGPHQ,Economic Resources And The First Child In Italy: A Focus On Income And Job Stability,We expect that couples in the North and Centre have a lower first child risk than Southern couples.,The authors hypothesize regional differences in first birth risk based on area of residence.,https://doi.org/10.4054/DemRes.2011.25.9,False
o1-mini,1.0,prompt-8,I5TZGPHQ,Economic Resources And The First Child In Italy: A Focus On Income And Job Stability,"We expect that couples with both spouses permanently employed have a higher first birth risk than dual earners couples, while couples where one or both partners are unemployed or economically unstable have the lowest first birth rates.",This tests how different employment arrangements influence the likelihood of having a first child.,https://doi.org/10.4054/DemRes.2011.25.9,False
o1-mini,1.0,prompt-8,I5TZGPHQ,Economic Resources And The First Child In Italy: A Focus On Income And Job Stability,We expect that male income is positively linked with fertility.,The authors hypothesize that higher male income increases the likelihood of having children.,https://doi.org/10.4054/DemRes.2011.25.9,False
o1-mini,1.0,prompt-8,4MIYM7SQ,"Education, Other Socioeconomic Characteristics Across The Life Course, And Fertility Among Finnish Men",We expect to find positive associations between men's socioeconomic characteristics in adulthood and fertility.,This statement is a hypothesis because it proposes a specific relationship between adult socioeconomic characteristics and fertility that the study aims to test.,https://doi.org/10.1007/s10680-017-9430-8,False
o1-mini,1.0,prompt-8,4MIYM7SQ,"Education, Other Socioeconomic Characteristics Across The Life Course, And Fertility Among Finnish Men","Regarding educational differences, we expect any explanatory role of early characteristics to be weaker than any mediating role of adult characteristics.",This is a hypothesis as it posits a comparative expectation between the influence of early and adult socioeconomic characteristics on educational differences in fertility.,https://doi.org/10.1007/s10680-017-9430-8,False
o1-mini,1.0,prompt-8,4MIYM7SQ,"Education, Other Socioeconomic Characteristics Across The Life Course, And Fertility Among Finnish Men","Parity differences, if any, are expected to show as weaker associations of socioeconomic characteristics with higher-order births.","This is a hypothesis because it suggests that the relationship between socioeconomic characteristics and fertility may vary across different numbers of children, specifically being weaker for higher-order births.",https://doi.org/10.1007/s10680-017-9430-8,False
o1-mini,1.0,prompt-8,NIZQTESR,Do women delay family formation in expensive housing markets?,I re-examine the hypothesis that delayed fertility (age at first birth) is related to the costs of housing measured either as rents or sales prices.,The statement explicitly mentions testing a new hypothesis in the paper.,https://doi.org/10.4054/DemRes.2012.27.1,False
o1-mini,1.0,prompt-8,QBZAELEG,Declining Global Fertility Rates And The Implications For Family Planning And Family Building: An Iffs Consensus Document Based On A Narrative Review Of The Literature,,,https://doi.org/10.1093/humupd/dmad028,False
o1-mini,1.0,prompt-8,HZCNXY6T,Queering Reproductive Justice: Framing Reproduction Of Gay Men From A Transnational Perspective—Taiwan As A Case,,,https://doi.org/10.1111/soc4.13139,False
o1-mini,1.0,prompt-8,49P53PI9,A Research Note On The Convergence Of Childlessness Rates Between Women With Secondary And Tertiary Education In The United States,Will this current trend lead to a closing of the gap in childlessness across educational subgroups in this country?,This statement poses the main research question the authors aim to test regarding the convergence of childlessness rates.,https://doi.org/10.1007/s10680-019-09550-z,False
o1-mini,1.0,prompt-8,FY2XQUQ6,,,,https://doi.org/10.1016/j.midw.2019.102551,False
o1-mini,1.0,prompt-8,N2F3BG7G,"Late Motherhood, Late Fatherhood, And Permanent Childlessness: Trends By Educational Level And Cohorts (1950–1970) In France",,,https://doi.org/10.4054/DemRes.2021.45.10,False
o1-mini,1.0,prompt-8,SLG84FVL,Lesbians' Experiences And Attitudes Towards Parenthood In Greece,,,https://doi.org/10.1080/13691058.2018.1442021,False
o1-mini,1.0,prompt-8,ZWUCS922,Gay Men Seeking Surrogacy To Achieve Parenthood,,,https://doi.org/10.1016/j.rbmo.2013.03.016,False
o1-mini,1.0,prompt-8,79VGGIEY,Who Remains Childless? Unrealised Fertility Plans In Hungary*,"Based on these findings we expect that highly educated women will more likely postpone having children (that is they will have a greater chance of remaining—at least temporarily—childless) than their lower-educated peers, since they have spent more time in education and enter the labour market later, while a stable labour market position seems to be an important precondition for becoming a parent.",This statement is a hypothesis as it proposes a specific relationship between women’s education levels and their likelihood of postponing having children.,https://doi.org/10.13060/00380288.2015.51.6.228,False
o1-mini,1.0,prompt-8,79VGGIEY,Who Remains Childless? Unrealised Fertility Plans In Hungary*,"We also expect that regarding becoming a parent, a higher level of education is less of a negatively determining factor for men than it is for women—although men with higher qualifications can also delay becoming parents if they start their careers in the labour market later, but in their case there is no strict biologically determined age limit to becoming a parent, so they can have a greater chance to become fathers at a later stage in life as well.",This hypothesis explores the differential impact of education on childbearing decisions between men and women.,https://doi.org/10.13060/00380288.2015.51.6.228,False
o1-mini,1.0,prompt-8,79VGGIEY,Who Remains Childless? Unrealised Fertility Plans In Hungary*,We also suppose that having their own apartment—symbolising sufficient financial resources as well as providing a certain level of uncertainty reduction within the Hungarian population traditionally characterised by limited geographical mobility within their country—has a positive effect on entering parenthood for both men and women.,This statement hypothesizes that home ownership positively influences the likelihood of becoming a parent for both genders.,https://doi.org/10.13060/00380288.2015.51.6.228,False
o1-mini,1.0,prompt-8,79VGGIEY,Who Remains Childless? Unrealised Fertility Plans In Hungary*,We also expect that religious people will have a smaller chance of remaining childless than their non-religious counterparts.,This hypothesis suggests a link between religiosity and lower childlessness rates.,https://doi.org/10.13060/00380288.2015.51.6.228,False
o1-mini,1.0,prompt-8,79VGGIEY,Who Remains Childless? Unrealised Fertility Plans In Hungary*,We also expect that those who express traditional family attitudes will have a greater chance to have children than their peers who are characterised to a lesser extent by traditional attitudes towards family life.,This hypothesis posits that traditional family values are associated with higher likelihoods of having children.,https://doi.org/10.13060/00380288.2015.51.6.228,False
o1-mini,1.0,prompt-8,79VGGIEY,Who Remains Childless? Unrealised Fertility Plans In Hungary*,We also assume that the lack of a lasting partner relationship will mean for both men and women that those who are temporarily childless will not be able to realise their desires to have children in the end.,This statement hypothesizes that not having a stable partnership adversely affects the ability to fulfill childbearing intentions.,https://doi.org/10.13060/00380288.2015.51.6.228,False
o1-mini,1.0,prompt-8,3IKEV7SV,Chapter 4,,,https://link.springer.com/content/pdf/10.1007%2F978-3-031-11840-1_4.pdf,False
o1-mini,1.0,prompt-8,BXCS48J8,,,,https://doi.org/10.2307/2136146,False
o1-mini,1.0,prompt-8,K8BVNHVI,Gender Identity And Future Thinking About Parenthood: A Qualitative Analysis Of Focus Group Data With Transgender And Non-Binary People In The United Kingdom,,,https://doi.org/10.3389/fpsyg.2020.00865,False
o1-mini,1.0,prompt-8,P32NV3Q5,Lgbtq+ Individuals And Pregnancy Outcomes: A Commentary,,,https://doi.org/10.1111/1471-0528.17131,False
o1-mini,1.0,prompt-8,FUTUQ7S4,Parenting Desire Among Sexual Minority Women In China: From The Stigma Perspective,"High levels of structural stigma (Confucianism), interpersonal stigma (discrimination events), and individual stigma (internalized homophobia and rejection sensitivity) were positively associated with the parenting desire of Chinese sexual minority women.","This statement proposes a positive association between multiple levels of stigma and parenting desire, which the study aims to test.",https://doi.org/10.1007/s10508-023-02682-8,False
o1-mini,1.0,prompt-8,FUTUQ7S4,Parenting Desire Among Sexual Minority Women In China: From The Stigma Perspective,Both internalized homophobia and rejection sensitivity mediated the link structural stigma and interpersonal stigma had with parenting desire.,This hypothesis suggests that internalized homophobia and rejection sensitivity act as mediators between different forms of stigma and parenting desire.,https://doi.org/10.1007/s10508-023-02682-8,False
o1-mini,1.0,prompt-8,FUTUQ7S4,Parenting Desire Among Sexual Minority Women In China: From The Stigma Perspective,"Outness to one's family moderated the links between Confucianism/discrimination events and parenting desire, with the relationship being stronger for sexual minority women with higher outness to their family.",This hypothesis tests whether the level of outness to family influences the strength of the relationship between stigma and parenting desire.,https://doi.org/10.1007/s10508-023-02682-8,False
o1-mini,1.0,prompt-8,FUTUQ7S4,Parenting Desire Among Sexual Minority Women In China: From The Stigma Perspective,"Outness to one's family moderated the links between Confucianism/discrimination events and individual stigma, and further moderated the indirect links between Confucianism/ discrimination events and parenting desire, with individual stigma acting as the mediator.",This hypothesis explores a moderated mediation mod sire through individual stigma.,https://doi.org/10.1007/s10508-023-02682-8,False
o1-mini,1.0,prompt-8,X7786BBE,Experiences,,,https://doi.org/10.1371/journal.pone.0271945,False
o1-mini,1.0,prompt-8,MQM4X4R5,Changes In The Proximate Determinants Of Fertility Decline In Post-Socialist Mongolia,,,https://doi.org/10.1017/S0021932009003459,False
o1-mini,1.0,prompt-8,2NHMGD6M,Does Having Children Bring Life Satisfaction In Europe?,,,https://doi.org/10.1007/s10902-019-00135-5,False
o1-mini,1.0,prompt-8,62WUND64,Assisted Human Reproduction: Issues For,,,https://doi.org/10.1080/15504280903263702,False
o1-mini,1.0,prompt-8,M662IGJT,"Infertility Around The Globe: New Thinking On Gender, Reproductive Technologies And Global Movements In The 21St Century",,,https://doi.org/10.1093/humupd/dmv016,False
o1-mini,1.0,prompt-8,9XY7BK4D,"Reimagining Infertility: A Critical Examination Of Fertility Norms, Geopolitics And Survey Bias","We posit that invisibilization has a reciprocal effect: the inherent biases of reproductive imaginaries shape infertility tracking practices, generating incomplete infertility data, which, in turn, reinforce the limits of reproductive imaginaries.",This statement presents a reciprocal relationship being tested between invisibilization and reproductive imaginaries in shaping infertility tracking practices.,https://doi.org/10.1093/heapol/czx148,False
o1-mini,1.0,prompt-8,8SUQ58L4,Economic Uncertainty And First-Birth Intentions In Europe,,No explicit new hypotheses were stated in the paper.,https://media.proquest.com/media/hms/PFT/1/kQ8d7?cit%3Aauth=Fahl%C3%A9n%2C+Susanne%3BOl%C3%A1h%2C+Livia+Sz&cit%3Atitle=Economic+uncertainty+and+first-birth+intentions+in+Europe&cit%3Apub=Demographic+Research&cit%3Avol=39&cit%3Aiss=&cit%3Apg=795&cit%3Adate=Jul-Dec+2018&ic=true&cit%3Aprod=ProQuest&_a=ChgyMDI0MDUxNzE1NDIyMzcwNToxOTMzMDUSBzE0MTgxOTEaCk9ORV9TRUFSQ0giCzE0NC44Mi44LjY0KgUzODg1NzIKMjEzMTU3ODAyMToNRG9jdW1lbnRJbWFnZUIBMFIGT25saW5lWgJGVGIDUEZUagoyMDE4LzA3LzAxcgoyMDE4LzEyLzMxegCCASlQLTEwMDcyMDAtMTQ1MTEtQ1VTVE9NRVItMTAwMDAyNTUtNDcyMzQzOZIBBk9ubGluZcoBUk1vemlsbGEvNS4wIChNYWNpbnRvc2g7IEludGVsIE1hYyBPUyBYIDEwLjE2OyBydjo2MC4wKSBHZWNrby8yMDEwMDEwMSBGaXJlZm94LzYwLjDSARJTY2hvbGFybHkgSm91cm5hbHOaAgdQcmVQYWlkqgIrT1M6RU1TLU1lZGlhTGlua3NTZXJ2aWNlLWdldE1lZGlhVXJsRm9ySXRlbcoCD0FydGljbGV8RmVhdHVyZdICAVnyAgD6AgFZggMDV2ViigMcQ0lEOjIwMjQwNTE3MTU0MjIzNzA1OjEyNzExMw%3D%3D&_s=3QgYzVoi60bAHy4puk4FUDTPCHQ%3D,False
o1-mini,1.0,prompt-8,LRWGVLT3,,,,https://doi.org/10.1080/14647273.2023.2190040,False
o1-mini,1.0,prompt-8,JGBE5F6I,Diverse Effects Of Women'S Employment On Fertility: Insights From Italy And Poland,"Overall, in light of our premises, we expect to find a strong conflict between fertility and women's employment in both countries, resulting from a similarly unfavorable conditions for work and family reconciliation. It should be reflected in greater postponement of the entry into motherhood among employed women than among those who do not work, long work interruptions after the first birth, and a strong negative influence of post-natal employment entry on the transition to a second child.","This statement explicitly outlines expected relationships between women's employment and fertility, which the authors intend to test.",https://doi.org/10.1007/s10680-013-9287-4,False
o1-mini,1.0,prompt-8,JGBE5F6I,Diverse Effects Of Women'S Employment On Fertility: Insights From Italy And Poland,"Namely, we expect the negative effect of women's employment on fertility to be weaker in Poland, both with respect to the first and second child, than in Italy where the economic role of women is adopted to a lower extent. Accordingly, we also anticipate that Polish mothers will resume paid work more quickly than Italian mothers.","This statement outlines cross-country differences in the expected impact of women's employment on fertility, which the authors intend to test.",https://doi.org/10.1007/s10680-013-9287-4,False
o1-mini,1.0,prompt-8,VT9RBP5U,,,,https://doi.org/10.37689/acta-ape/2024AO00005733,False
o1-mini,1.0,prompt-8,QSGCDC73,Sexual Orientation-Specifc Policies Are Associated With Prenatal Care Use In The First Trimester Among Sexual Minority Women: Results From A Prospective Cohort Study,We hypothesized that SMW who lived in states with fewer LGB policy protections prior to their births would have lower rates of first-trimester prenatal care compared to heterosexual women and SMW who lived in states with more policy protections for LGB people prior to birth.,This statement explicitly outlines a testable hypothesis that the authors are examining in their study.,https://doi.org/10.1093/abm/kaae037,False
o1-mini,1.0,prompt-8,X85JVX2A,Queer Couples Trying To Conceive: Sexual Minority Women Couples' Experiences With Assisted Reproduction,,,https://doi.org/10.1007/s13178-022-00707-w,False
o1-mini,1.0,prompt-8,IWXN8I3I,Reproductive Health In Transgender And Gender Diverse Individuals: A Narrative Review To Guide Clinical Care And International Guidelines,,,https://doi.org/10.1080/26895269.2022.2035883,False
o1-mini,1.0,prompt-8,WPVJMFX8,Why Fertility Preservation Rates Of,,,https://doi.org/10.1016/j.rbmo.2022.01.003,False
o1-mini,1.0,prompt-8,ZHMXDRGS,Persistent Joblessness And Fertility Intentions,"We posit that the persistence of joblessness - that is, repeated and close spells of joblessness - represents a crucial marker of economic uncertainty in the realm of fertility (intention) research.",This statement presents the paper's central hypothesis regarding the importance of persistent joblessness as a marker of economic uncertainty affecting fertility intentions.,https://doi.org/10.4054/DemRes.2019.40.8,False
o1-mini,1.0,prompt-8,ZHMXDRGS,Persistent Joblessness And Fertility Intentions,We aim to explore the association between persistent joblessness of both members of the couple and women's fertility intentions among those who entered employment at least once in the last five years.,This statement outlines the specific association the authors intend to test between persistent joblessness in both partners and women's fertility intentions.,https://doi.org/10.4054/DemRes.2019.40.8,False
o1-mini,1.0,prompt-8,ZHMXDRGS,Persistent Joblessness And Fertility Intentions,We aim to test a model of fertility intentions that incorporates persistent joblessness as faced by both partners.,This statement specifies the authors' intention to test a model that includes persistent joblessness of both partners in predicting fertility intentions.,https://doi.org/10.4054/DemRes.2019.40.8,False
o1-mini,1.0,prompt-8,FKBMJUMD,"Researchers, Religion And Childlessness","Intended childlessness is therefore likely to be related to religion, and thus religion is a mediator for childlessness.",This statement outlines a hypothesis that the authors are testing regarding the relationship between intended childlessness and religion.,https://doi.org/10.1017/S0021932015000188,False
o1-mini,1.0,prompt-8,FKBMJUMD,"Researchers, Religion And Childlessness",Religion has a stronger influence than education in terms of intended childlessness.,This statement suggests that the study is testing whether religion's impact on intended childlessness is greater than that of education.,https://doi.org/10.1017/S0021932015000188,False
o1-mini,1.0,prompt-8,TMXI96T2,Sexual Identities And Reproductive Orientations: Coming Out As Wanting (Or Not Wanting) To Have Children,,,https://doi.org/10.1177/1363460720926967,False
o1-mini,1.0,prompt-8,8P7WEDL2,Journal Of Ethnic & Cultural Diversity In Social Work,,,https://doi.org/10.1080/15313204.2022.2027313,False
o1-mini,1.0,prompt-8,HY57NMMY,The Impact Of Family Policies On Fertility In Industrialized Countries: A Review Of The Literature,,,https://www.jstor.org/stable/pdfplus/10.2307/40230979.pdf?acceptTC=true,False
o1-mini,1.0,prompt-8,9DFGYZR4,Administering Gender: Trans Men'S Sexual And Reproductive Challenges In Argentina,,,https://doi.org/10.1080/15532739.2020.1819506,False
o1-mini,1.0,prompt-8,IR9C7F49,Parenting Intentions Among Transgender Individuals,,,https://doi.org/10.1089/lgbt.2016.0153,False
o1-mini,1.0,prompt-8,6S6G5J26,Chapter 3 Childlessness In The Uk,,,http://link.springer.com/content/pdf/10.1007%2F978-3-319-44667-7_3.pdf,False
o1-mini,1.0,prompt-8,AEFYVB2V,Fertility Preservation For Transgender Adolescents And Young Adults: A Systematic Review,,,https://doi.org/10.1093/humupd/dmz026,False
o1-mini,1.0,prompt-8,263CW8WJ,The Effect Of Women'S Participation In The Labour Market On The Postponement Of First Childbirth: A Comparison Of Italy And Hungary,"H1: Given the supposed incompatibility between female employment and family roles, the fertility postponement observed in Italy and Hungary may be affected by the increasing involvement of women in paid work and by their higher educational aspirations and attainment. This may imply that women who work will have fewer children than those who never work.",This statement is a new hypothesis proposed by the authors to test the impact of women's involvement in paid work and their educational aspirations on the postponement of first childbirth.,https://doi.org/10.1007/s12546-014-9126-4,False
o1-mini,1.0,prompt-8,263CW8WJ,The Effect Of Women'S Participation In The Labour Market On The Postponement Of First Childbirth: A Comparison Of Italy And Hungary,H2: The delayed entry into motherhood does not affect all women in the same way: those willing to pursue careers—generally those with higher levels of education—may postpone childbearing until they are well established on their career path.,This is a new hypothesis introduced by the authors to examine how career aspirations and educational levels differently influence the timing of motherhood among women.,https://doi.org/10.1007/s12546-014-9126-4,False
o1-mini,1.0,prompt-8,263CW8WJ,The Effect Of Women'S Participation In The Labour Market On The Postponement Of First Childbirth: A Comparison Of Italy And Hungary,"H3: Given the change in the cross-country correlation between the fertility and labour force participation rates, we expect to find different effects in the two countries. In Italy, where postponement and female labour force participation rates have been increasing, we expect to see a positive effect; whereas in Hungary, where postponement has been rising and the female labour force participation rates have been decreasing, with an interruption in the late 1990s, we assume that the effect will also be negative.",This hypothesis is newly proposed to investigate how the evolving relationship between fertility rates and female labour force participation differs between Italy and Hungary.,https://doi.org/10.1007/s12546-014-9126-4,False
o1-mini,1.0,prompt-8,263CW8WJ,The Effect Of Women'S Participation In The Labour Market On The Postponement Of First Childbirth: A Comparison Of Italy And Hungary,"H4: The literature on the relationship between unemployment and fertility, and descriptive analysis, have shown opposite associations in the two countries. However, we suppose that controlling for the unemployment trends, the effect on postponement would have been the same; Hungary experienced a period of supposed full employment, followed by a peak in unemployment after the collapse of the socialist regime, and then a continuous decrease in unemployment from 1993 onwards. We therefore expect to find that Hungarian women would be, other things being equal, more likely to have progressively postponed starting a family if unemployment increased. Along the same lines, we hypothesize that in Italy, where the negative relationship between fertility and unemployment had been quite stable in 1980–2001/2002, the increase in unemployment may have led to an increase in the postponement of first childbirth.",This hypothesis is newly formulated by the authors to explore how changes in unemployment trends influence the postponement of first childbirth differently in Italy and Hungary.,https://doi.org/10.1007/s12546-014-9126-4,False
